episode,score,steps,total_steps,exploration,mean_loss,elapsed_seconds,terminated,truncated
157,710.0,727,99129,0.2,0.11989083687089137,377.3336736760002,True,False
158,980.0,698,99827,0.2,0.11616785295478914,379.6835907520003,True,False
159,370.0,421,100248,0.2,0.09709316828586864,381.19575068600034,True,False
160,800.0,595,100843,0.2,0.09447619800355185,383.22112565,True,False
161,500.0,457,101300,0.2,0.07819386787874544,385.31814661900034,True,False
162,400.0,427,101727,0.2,0.11546270840994592,386.92196731600006,True,False
163,480.0,445,102172,0.2,0.14118547290230968,388.4922703080001,True,False
164,400.0,465,102637,0.2,0.1293135668504341,390.109463364,True,False
165,1100.0,790,103427,0.2,0.14456053338188507,392.77387297600035,True,False
166,610.0,538,103965,0.2,0.10791540672933614,394.6663389600003,True,False
167,1550.0,832,104797,0.2,0.11916518058233823,397.96199572600017,True,False
168,870.0,575,105372,0.2,0.10611630957444301,399.97762797500036,True,False
169,660.0,551,105923,0.2,0.12333001243970255,401.85579672500035,True,False
170,340.0,395,106318,0.2,0.12325540312913934,403.265968617,True,False
171,710.0,597,106915,0.2,0.10541515471101207,405.3407646300002,True,False
172,410.0,539,107454,0.2,0.12034017951400192,407.1800553520002,True,False
173,610.0,579,108033,0.2,0.09644619516771415,409.4332675220003,True,False
174,2160.0,717,108750,0.2,0.10533192381262779,412.16489522500024,True,False
175,480.0,487,109237,0.2,0.1275593158865317,413.8375490540002,True,False
176,680.0,638,109875,0.2,0.09690964555824702,417.75237905400036,True,False
177,550.0,501,110376,0.2,0.12714188352286343,419.5319879030003,True,False
178,1240.0,754,111130,0.2,0.1130534968774845,422.4741302460002,True,False
179,1160.0,807,111937,0.2,0.09972375377293417,425.33610856600035,True,False
180,450.0,540,112477,0.2,0.12106776236108056,427.1824706330003,True,False
181,990.0,820,113297,0.2,0.09827900414877548,429.9015448370001,True,False
182,950.0,674,113971,0.2,0.12001587161129075,432.2016431760003,True,False
183,450.0,433,114404,0.2,0.1169828472983673,433.9664506429999,True,False
184,1170.0,718,115122,0.2,0.09685800271368893,436.8136259759999,True,False
185,380.0,406,115528,0.2,0.12885466281908983,438.2429918810003,True,False
186,480.0,634,116162,0.2,0.09643690097086792,440.36698655500004,True,False
187,1020.0,745,116907,0.2,0.11584612695119714,442.8350218559999,True,False
188,450.0,502,117409,0.2,0.12357355507888965,444.5754019230003,True,False
189,300.0,469,117878,0.2,0.11739812910747834,446.4049081339999,True,False
190,340.0,519,118397,0.2,0.12020464284488788,448.7329413140001,True,False
191,510.0,530,118927,0.2,0.10329417664219033,450.6317493490001,True,False
192,400.0,467,119394,0.2,0.13031196466877928,452.23963590600033,True,False
193,300.0,412,119806,0.2,0.12945056912823788,453.6823038460002,True,False
194,450.0,488,120294,0.2,0.13575604489286902,455.377712903,True,False
195,400.0,417,120711,0.2,0.14404698191747928,456.86047334700015,True,False
196,510.0,531,121242,0.2,0.13305859274714066,458.88417067,True,False
197,550.0,482,121724,0.2,0.09129216934531188,461.09116079900014,True,False
198,520.0,804,122528,0.2,0.1446981275064954,463.78295239499994,True,False
199,790.0,697,123225,0.2,0.11943775125854146,466.150801151,True,False
200,370.0,404,123629,0.2,0.11407377454682742,467.585948165,True,False
201,430.0,561,124190,0.2,0.1382679375819862,471.912144504,True,False
202,610.0,514,124704,0.2,0.09862735868222261,474.20539168799996,True,False
203,550.0,636,125340,0.2,0.11821368025650955,476.3712468630001,True,False
204,1030.0,795,126135,0.2,0.11227191233951034,479.0587110780002,True,False
205,1700.0,998,127133,0.2,0.09671089768782258,482.43254015699995,True,False
206,1590.0,896,128029,0.2,0.09931238032212215,486.0982055980003,True,False
207,540.0,574,128603,0.2,0.09994044916222354,488.1012558880002,True,False
208,1600.0,887,129490,0.2,0.08488687377859343,491.032368185,True,False
209,1160.0,879,130369,0.2,0.08741326216100291,494.0131250210002,True,False
210,680.0,463,130832,0.2,0.09060477857991796,495.65775582800006,True,False
211,850.0,648,131480,0.2,0.09670610689661568,498.42613106800036,True,False
212,920.0,697,132177,0.2,0.11194260823058672,500.85779944700016,True,False
213,540.0,534,132711,0.2,0.08969985615966239,502.70316657500007,True,False
214,460.0,488,133199,0.2,0.10467854061270834,504.40995938900005,True,False
215,330.0,417,133616,0.2,0.08475518877662364,505.89045136899995,True,False
216,2470.0,1202,134818,0.2,0.10893445660049716,510.28159375700034,True,False
217,700.0,575,135393,0.2,0.12837095537947285,512.589870233,True,False
218,1050.0,900,136293,0.2,0.09563122366037634,515.6370265830001,True,False
219,640.0,768,137061,0.2,0.10657531356749435,518.2151900850004,True,False
220,330.0,527,137588,0.2,0.12119503443439801,520.0530071200001,True,False
221,280.0,468,138056,0.2,0.11026511299941275,521.8934454710002,True,False
222,700.0,635,138691,0.2,0.10172308054811592,524.5599737699999,True,False
223,940.0,886,139577,0.2,0.11483474690802731,527.5364039300002,True,False
224,290.0,320,139897,0.2,0.10040065485518426,528.7229121550004,True,False
225,1280.0,734,140631,0.2,0.12612457592752788,531.2416642769999,True,False
226,500.0,491,141122,0.2,0.10674009487275185,535.768755093,True,False
227,460.0,454,141576,0.2,0.12976686638502175,537.5627094430001,True,False
228,690.0,597,142173,0.2,0.1052418161971157,539.6070275080001,True,False
229,470.0,434,142607,0.2,0.14613689051044207,541.173732191,True,False
230,920.0,714,143321,0.2,0.11527928487298875,543.6591557450001,True,False
231,560.0,493,143814,0.2,0.15612888704167632,545.361502196,True,False
232,510.0,795,144609,0.2,0.1310162004457796,548.6395233150001,True,False
233,1310.0,715,145324,0.2,0.11712460519548235,551.1964045290001,True,False
234,470.0,524,145848,0.2,0.13752620522188777,553.058863879,True,False
235,440.0,477,146325,0.2,0.11636962182819843,554.7542378460003,True,False
236,530.0,461,146786,0.2,0.129797391075155,556.4040363610002,True,False
237,590.0,847,147633,0.2,0.13270256285256934,559.418543582,True,False
238,490.0,499,148132,0.2,0.1322833698540926,561.7108723000001,True,False
239,480.0,569,148701,0.2,0.13128519199893507,563.716408065,True,False
240,1300.0,773,149474,0.2,0.12380104725263588,566.3628864380003,True,False
241,560.0,550,150024,0.2,0.11846742183779893,568.3058890790003,True,False
242,300.0,376,150400,0.2,0.11680783846593917,569.69038761,True,False
243,450.0,406,150806,0.2,0.12782398336520878,571.143101699,True,False
244,400.0,444,151250,0.2,0.13709624459010525,573.0895258150003,True,False
245,260.0,339,151589,0.2,0.15811497249147471,574.6062308280002,True,False
246,480.0,583,152172,0.2,0.1275725974446188,576.635902993,True,False
247,350.0,355,152527,0.2,0.13292563342573968,577.929351749,True,False
248,510.0,516,153043,0.2,0.10634880362786064,579.72439059,True,False
249,450.0,424,153467,0.2,0.11649476373041014,581.2291330580001,True,False
250,2070.0,639,154106,0.2,0.1375767004326917,583.4650987660002,True,False
251,530.0,586,154692,0.2,0.1396464799613166,588.6614742400002,True,False
252,510.0,628,155320,0.2,0.11896220421430412,590.876520111,True,False
253,100.0,245,155565,0.2,0.09685928014213921,591.836786801,True,False
254,920.0,818,156383,0.2,0.13074966358459172,594.6354668550002,True,False
255,620.0,596,156979,0.2,0.11524033825844526,596.7203359200003,True,False
256,340.0,381,157360,0.2,0.11415228521218523,598.5687226489999,True,False
257,300.0,439,157799,0.2,0.11101996056188684,600.3640396559999,True,False
258,1530.0,715,158514,0.2,0.12772007737641727,602.8577783340002,True,False
259,490.0,616,159130,0.2,0.13523510646970047,605.012265884,True,False
260,250.0,341,159471,0.2,0.10643537528812885,606.2756613030001,True,False
261,420.0,528,159999,0.2,0.13043674575447134,608.1446886930003,True,False
262,540.0,509,160508,0.2,0.12960018096782733,610.1758453540001,True,False
263,270.0,346,160854,0.2,0.12071610209640375,611.9100016530001,True,False
264,290.0,482,161336,0.2,0.14162944651339665,613.6607860120002,True,False
265,320.0,347,161683,0.2,0.16633175987057214,614.957959196,True,False
266,500.0,468,162151,0.2,0.12968213541003373,616.6243961270002,True,False
267,960.0,690,162841,0.2,0.1525411871880982,619.0024557890001,True,False
268,670.0,614,163455,0.2,0.13792535173858889,621.1208876710002,True,False
269,560.0,515,163970,0.2,0.15731550600784,623.267338873,True,False
270,560.0,514,164484,0.2,0.1446504582499349,625.4444748420001,True,False
271,680.0,549,165033,0.2,0.13126546629860888,627.3699638860003,True,False
272,70.0,268,165301,0.2,0.14878476480605887,628.4099487500002,True,False
273,870.0,957,166258,0.2,0.12390306909572504,631.84212815,True,False
274,860.0,684,166942,0.2,0.10235927177712931,634.3070685450002,True,False
275,500.0,469,167411,0.2,0.11647723336568755,636.4996151270002,True,False
276,1590.0,972,168383,0.2,0.1171963476296131,641.9622599980003,True,False
277,410.0,492,168875,0.2,0.1113915737430618,643.7442204030003,True,False
278,520.0,504,169379,0.2,0.1360877160101183,645.5493982830003,True,False
279,500.0,561,169940,0.2,0.13200625178820274,647.7118817119999,True,False
280,470.0,613,170553,0.2,0.11362609732287382,650.44048208,True,False
281,410.0,568,171121,0.2,0.11390406930897858,652.4260573350002,True,False
282,1630.0,935,172056,0.2,0.10151895590954357,655.6201435140001,True,False
283,520.0,622,172678,0.2,0.119829995221188,657.7717295000002,True,False
284,1380.0,873,173551,0.2,0.11316958186003047,661.0650253970002,True,False
285,1530.0,981,174532,0.2,0.1153975783551975,666.6842848760002,True,False
286,490.0,682,175214,0.2,0.11060308191706153,669.030798371,True,False
287,880.0,694,175908,0.2,0.10366199634455402,671.4540432110002,True,False
288,1660.0,970,176878,0.2,0.09991035810556294,675.4077140100003,True,False
289,1930.0,570,177448,0.2,0.09649866287290425,677.388815578,True,False
290,520.0,491,177939,0.2,0.11414533691694502,679.160013407,True,False
291,500.0,441,178380,0.2,0.11886868189584028,680.716984533,True,False
292,480.0,491,178871,0.2,0.12226006758139758,682.4382357009999,True,False
293,1110.0,775,179646,0.2,0.12380311448011816,685.1034661870003,True,False
294,460.0,513,180159,0.2,0.12155162733688485,687.5007866420001,True,False
295,310.0,416,180575,0.2,0.09662282692555052,689.0409591350003,True,False
296,580.0,792,181367,0.2,0.12778170257712704,691.7155286770003,True,False
297,1020.0,905,182272,0.2,0.12492109279636507,694.7379584740002,True,False
298,410.0,468,182740,0.2,0.1375596030241149,696.3922947020001,True,False
299,730.0,565,183305,0.2,0.12144977624481874,698.6174913320001,True,False
300,700.0,581,183886,0.2,0.157045872175488,701.1367215820001,True,False
301,360.0,459,184345,0.2,0.10058316564916268,704.6137662250003,True,False
302,280.0,344,184689,0.2,0.1084549018333471,705.862609971,True,False
303,980.0,698,185387,0.2,0.11604573520371454,708.2475110220003,True,False
304,1280.0,836,186223,0.2,0.13101599969718444,711.3822993610002,True,False
305,1300.0,924,187147,0.2,0.1366574400269882,715.052354806,True,False
306,760.0,775,187922,0.2,0.12190880489622041,717.6803295590003,True,False
307,310.0,416,188338,0.2,0.1103592617616344,719.1573910420002,True,False
308,440.0,534,188872,0.2,0.10872586937482233,720.9929999400001,True,False
309,1800.0,801,189673,0.2,0.1346210157684982,724.2301732780002,True,False
310,800.0,750,190423,0.2,0.09733074648495027,727.1723546530002,True,False
311,360.0,453,190876,0.2,0.13472540121068033,728.7778198760002,True,False
312,200.0,325,191201,0.2,0.1143842468061197,729.9684151050001,True,False
313,590.0,527,191728,0.2,0.15385512889108874,731.7888739610003,True,False
314,520.0,486,192214,0.2,0.13825503451949803,733.5169928780001,True,False
315,480.0,466,192680,0.2,0.12970523157308245,735.1709585600001,True,False
316,240.0,354,193034,0.2,0.16562748672863978,736.7144734809999,True,False
317,520.0,532,193566,0.2,0.15356698549611675,739.0225259660001,True,False
318,140.0,338,193904,0.2,0.13455432077102802,740.253799434,True,False
319,750.0,757,194661,0.2,0.13714209187618165,742.990073724,True,False
320,240.0,380,195041,0.2,0.12923003255732748,744.3525654670002,True,False
321,320.0,371,195412,0.2,0.19087310632069907,745.6918944210001,True,False
322,340.0,475,195887,0.2,0.17483417104172,747.3296485680003,True,False
323,300.0,381,196268,0.2,0.1934216634836048,748.8904925420002,True,False
324,760.0,705,196973,0.2,0.16609933289212428,751.8356562110002,True,False
325,1980.0,904,197877,0.2,0.17898843321223964,754.8658948320003,True,False
326,1660.0,765,198642,0.2,0.15978576950923934,759.4130126540003,True,False
327,1060.0,787,199429,0.2,0.13068485414127107,762.4625133210002,True,False
328,800.0,907,200336,0.2,0.12785483116800958,765.8561607900001,True,False
329,640.0,655,200991,0.2,0.09674561472803903,768.073792661,True,False
330,420.0,502,201493,0.2,0.11704153267459737,769.8704412770003,True,False
331,710.0,652,202145,0.2,0.10777053329522258,772.1144103000001,True,False
332,910.0,645,202790,0.2,0.11744118122071583,774.6688169090003,True,False
333,1210.0,864,203654,0.2,0.1026648085228064,778.026935465,True,False
334,740.0,564,204218,0.2,0.1270153283385943,780.029909163,True,False
335,2110.0,1033,205251,0.2,0.11439201750525439,783.473669469,True,False
336,590.0,644,205895,0.2,0.12159495836019701,785.695673922,True,False
337,570.0,592,206487,0.2,0.1029459270271095,788.2351435670003,True,False
338,430.0,553,207040,0.2,0.08817560192224362,790.3812090920001,True,False
339,400.0,592,207632,0.2,0.09990051340286595,792.403820683,True,False
340,370.0,393,208025,0.2,0.11012983755493651,793.8475258420003,True,False
341,370.0,411,208436,0.2,0.1182738696089358,795.3703811630003,True,False
342,1160.0,702,209138,0.2,0.12970470166099923,797.8141217380003,True,False
343,1280.0,717,209855,0.2,0.13672480737405449,800.690520482,True,False
344,550.0,535,210390,0.2,0.14567443141852743,802.7407275660003,True,False
345,1000.0,868,211258,0.2,0.13515095305435942,805.632527703,True,False
346,1230.0,588,211846,0.2,0.1226477352648872,807.6866683390003,True,False
347,730.0,664,212510,0.2,0.117196816378778,810.006352673,True,False
348,540.0,454,212964,0.2,0.09180267690272446,811.7414882870003,True,False
349,500.0,553,213517,0.2,0.09680895590344848,814.3707691879999,True,False
350,760.0,719,214236,0.2,0.13491007255700727,816.864403696,True,False
351,620.0,573,214809,0.2,0.11555628363902752,820.872683052,True,False
352,2180.0,1187,215996,0.2,0.11865896893420605,825.1096131110003,True,False
353,240.0,325,216321,0.2,0.13401122690166956,826.7369222360003,True,False
354,550.0,514,216835,0.2,0.12279081771703204,828.5402194890003,True,False
355,780.0,774,217609,0.2,0.13745876793394385,831.2087516650004,True,False
356,840.0,930,218539,0.2,0.10516677163380744,834.3606712559999,True,False
357,330.0,361,218900,0.2,0.13287778855761984,835.6653100480003,True,False
358,370.0,368,219268,0.2,0.1655100082938114,837.1023554150001,True,False
359,270.0,439,219707,0.2,0.11864397878151968,839.189441511,True,False
360,340.0,350,220057,0.2,0.12090954993089492,840.520215907,True,False
361,1190.0,616,220673,0.2,0.1297052949908879,842.6616308729999,True,False
362,510.0,526,221199,0.2,0.15698683836305413,844.5300217030003,True,False
363,1200.0,610,221809,0.2,0.13942774391909635,846.6009113550003,True,False
364,640.0,617,222426,0.2,0.14354442888507982,848.709459697,True,False
365,330.0,365,222791,0.2,0.1315452251788024,850.2283722500001,True,False
366,510.0,622,223413,0.2,0.1265488755531036,852.8269884260003,True,False
367,580.0,593,224006,0.2,0.12747642619384303,854.9044906660001,True,False
368,530.0,459,224465,0.2,0.11170405864553606,856.5416079710003,True,False
369,620.0,642,225107,0.2,0.1289556699572131,858.7299055500002,True,False
370,1420.0,894,226001,0.2,0.1258087764643798,861.728218664,True,False
371,450.0,578,226579,0.2,0.12554780933229873,864.1598329400003,True,False
372,1160.0,1010,227589,0.2,0.10836920458013596,867.5315173960003,True,False
373,790.0,642,228231,0.2,0.10583882220089436,869.7306159080003,True,False
374,380.0,387,228618,0.2,0.09599589283779725,871.1224953620003,True,False
375,550.0,544,229162,0.2,0.0985889123780105,873.0190771160001,True,False
376,250.0,329,229491,0.2,0.1030573401054958,877.2778475970003,True,False
377,340.0,343,229834,0.2,0.11233931538367341,878.5193473520003,True,False
378,630.0,692,230526,0.2,0.11434423787293234,880.8535452240003,True,False
379,1280.0,896,231422,0.2,0.08979161814412302,883.833356567,True,False
380,320.0,389,231811,0.2,0.14077558589273506,885.2585977620001,True,False
381,480.0,580,232391,0.2,0.11492401865021935,887.6183308280001,True,False
382,480.0,496,232887,0.2,0.14861884495739133,889.5995632720001,True,False
383,580.0,452,233339,0.2,0.1302243411145379,891.2357779520003,True,False
384,510.0,437,233776,0.2,0.15294333604926413,892.788346193,True,False
385,890.0,677,234453,0.2,0.13928442278645448,895.0878826480002,True,False
386,890.0,740,235193,0.2,0.1420053695001312,897.6046938190002,True,False
387,550.0,516,235709,0.2,0.15282108267956926,899.7491310310002,True,False
